url,caption,hashtags,image_name
https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/532327105_18520155811045967_7528962840504462713_n.webp?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFUfrL3hUa9CHeXh-BI_T7SE1QvcQ7Mm1q14q6GTFPwXMTJJ16lKRfOqgHsgPowBOA&_nc_ohc=QpuZGKtJsp8Q7kNvwG9LCa3&_nc_gid=IAB343jINOe0f9mpXjJCmA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfaT96OvhB5_FBQfj4maPR7tEpr9RCumtO6cchG__U0lHw&oe=68CDD2D5&_nc_sid=10d13b,"Step into a world where every frame tells a story ✨ Join us for the Photo Exhibition from 15th–17th Aug, 7pm onwards at the Main Auditorium. 
.
.
.
.
.
#photoexhibition #artinfocus #montage #iitg #photography","#photoexhibition, #artinfocus, #montage, #iitg, #photography",532327105_18520155811045967_7528962840504462713_n.jpg
https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/541933664_18522685315045967_7083803343512740245_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHnTD_ZHPZggVfp3jgJ-P0Tep8i2PV8OFdI46Yx84Go40G8qK4kFZOI_wFPLXPUDUw&_nc_ohc=I_-Q9AkajNwQ7kNvwFhIsul&_nc_gid=PzTg3sLOGhdaZXCM5_WUdw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfbYHeCRGVr3Y9qlXFGJMeoHs0BEgKGnhkHSApu7NE2-NQ&oe=68CDC98B&_nc_sid=10d13b,"✨ Laughter, lights, and limitless energy! ✨
We, the Montage Photography Club, had the amazing opportunity to cover Vivek Samtani’s hilarious stand-up performance at Techniche, IIT Guwahati. 
Here’s a glimpse of the unforgettable evening filled with smiles and applause!
.
.
.
.
.
.
#standupcomedynight #techniche #montage #iitguwahati #lightroom #edits #colorfull #instagram #iit #guwahati #joke","#standupcomedynight, #techniche, #montage, #iitguwahati, #lightroom, #edits, #colorfull, #instagram, #iit, #guwahati, #joke",541933664_18522685315045967_7083803343512740245_n.jpg
https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/542329245_18522685324045967_7076942687505010887_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHnTD_ZHPZggVfp3jgJ-P0Tep8i2PV8OFdI46Yx84Go40G8qK4kFZOI_wFPLXPUDUw&_nc_ohc=cy-9BpuuSe8Q7kNvwESQkEB&_nc_gid=PzTg3sLOGhdaZXCM5_WUdw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfZGtQmyiJwlYdPM0JKyikUP-ACLHj5lC_XNWilMutcWkQ&oe=68CDE8E6&_nc_sid=10d13b,"✨ Laughter, lights, and limitless energy! ✨
We, the Montage Photography Club, had the amazing opportunity to cover Vivek Samtani’s hilarious stand-up performance at Techniche, IIT Guwahati. 
Here’s a glimpse of the unforgettable evening filled with smiles and applause!
.
.
.
.
.
.
#standupcomedynight #techniche #montage #iitguwahati #lightroom #edits #colorfull #instagram #iit #guwahati #joke","#standupcomedynight, #techniche, #montage, #iitguwahati, #lightroom, #edits, #colorfull, #instagram, #iit, #guwahati, #joke",542329245_18522685324045967_7076942687505010887_n.jpg
https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/540144082_18522685336045967_2488057486749599427_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHnTD_ZHPZggVfp3jgJ-P0Tep8i2PV8OFdI46Yx84Go40G8qK4kFZOI_wFPLXPUDUw&_nc_ohc=5BxCdGrl-lsQ7kNvwH2nbQP&_nc_gid=PzTg3sLOGhdaZXCM5_WUdw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfazUAh4o3bYoM4hbb19ck9a9HwiGJXH_J2wMnclIwTbvA&oe=68CDD165&_nc_sid=10d13b,"✨ Laughter, lights, and limitless energy! ✨
We, the Montage Photography Club, had the amazing opportunity to cover Vivek Samtani’s hilarious stand-up performance at Techniche, IIT Guwahati. 
Here’s a glimpse of the unforgettable evening filled with smiles and applause!
.
.
.
.
.
.
#standupcomedynight #techniche #montage #iitguwahati #lightroom #edits #colorfull #instagram #iit #guwahati #joke","#standupcomedynight, #techniche, #montage, #iitguwahati, #lightroom, #edits, #colorfull, #instagram, #iit, #guwahati, #joke",540144082_18522685336045967_2488057486749599427_n.jpg
https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/540700036_18522685345045967_3912777320575680386_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHnTD_ZHPZggVfp3jgJ-P0Tep8i2PV8OFdI46Yx84Go40G8qK4kFZOI_wFPLXPUDUw&_nc_ohc=QhOWNdevG9gQ7kNvwFF_sUS&_nc_gid=PzTg3sLOGhdaZXCM5_WUdw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afav2LCd_2strd3Jx3IfCfL7_1pVlDZ-7kZsPlldQAfAqQ&oe=68CDBEF5&_nc_sid=10d13b,"✨ Laughter, lights, and limitless energy! ✨
We, the Montage Photography Club, had the amazing opportunity to cover Vivek Samtani’s hilarious stand-up performance at Techniche, IIT Guwahati. 
Here’s a glimpse of the unforgettable evening filled with smiles and applause!
.
.
.
.
.
.
#standupcomedynight #techniche #montage #iitguwahati #lightroom #edits #colorfull #instagram #iit #guwahati #joke","#standupcomedynight, #techniche, #montage, #iitguwahati, #lightroom, #edits, #colorfull, #instagram, #iit, #guwahati, #joke",540700036_18522685345045967_3912777320575680386_n.jpg
https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/541538771_18522685354045967_1281356002391730958_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHnTD_ZHPZggVfp3jgJ-P0Tep8i2PV8OFdI46Yx84Go40G8qK4kFZOI_wFPLXPUDUw&_nc_ohc=dAW4_KJfjeIQ7kNvwEH_n_H&_nc_gid=PzTg3sLOGhdaZXCM5_WUdw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfYNyRiTl9YfTjn1ZqyoA8fg6CgEcr_2Ikg7xugeFrv-Ug&oe=68CDE502&_nc_sid=10d13b,"✨ Laughter, lights, and limitless energy! ✨
We, the Montage Photography Club, had the amazing opportunity to cover Vivek Samtani’s hilarious stand-up performance at Techniche, IIT Guwahati. 
Here’s a glimpse of the unforgettable evening filled with smiles and applause!
.
.
.
.
.
.
#standupcomedynight #techniche #montage #iitguwahati #lightroom #edits #colorfull #instagram #iit #guwahati #joke","#standupcomedynight, #techniche, #montage, #iitguwahati, #lightroom, #edits, #colorfull, #instagram, #iit, #guwahati, #joke",541538771_18522685354045967_1281356002391730958_n.jpg
https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/532156494_18519900271045967_3890477688641261137_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QH25FUtb-GYn1UB0LbnVDfXDwaOMf05Xb172HTPHwnhV0xALx8wpbwchqw-dTQkA3w&_nc_ohc=EoZ8WiuoJ9cQ7kNvwHGdA2k&_nc_gid=q4f6k-qEiBSUovVz0qwK1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfbHpdCN4G-CTZuWOW2X7E_whXpj32XyOzooLoVaAgwOJw&oe=68CDC260&_nc_sid=10d13b,"Honouring India's freedom through the rhythm of tradition and the grace of heritage. ✨
.
.
.
.
.
.
 #independenceday #culturalpride #spiritofindia #photooftheday #iitg #iit #montage #lightroom","#independenceday, #culturalpride, #spiritofindia, #photooftheday, #iitg, #iit, #montage, #lightroom",532156494_18519900271045967_3890477688641261137_n.jpg
https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/532003937_18519900280045967_7420328041808750150_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QH25FUtb-GYn1UB0LbnVDfXDwaOMf05Xb172HTPHwnhV0xALx8wpbwchqw-dTQkA3w&_nc_ohc=uynkpMh6cOkQ7kNvwEuDnMa&_nc_gid=q4f6k-qEiBSUovVz0qwK1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afa0WuAIO4f63t3AtaFlpPS7mareyKHnbLphD-wq5a7Kfw&oe=68CDE34B&_nc_sid=10d13b,"Honouring India's freedom through the rhythm of tradition and the grace of heritage. ✨
.
.
.
.
.
.
 #independenceday #culturalpride #spiritofindia #photooftheday #iitg #iit #montage #lightroom","#independenceday, #culturalpride, #spiritofindia, #photooftheday, #iitg, #iit, #montage, #lightroom",532003937_18519900280045967_7420328041808750150_n.jpg
https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/533527671_18519900289045967_7316421131483416737_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QH25FUtb-GYn1UB0LbnVDfXDwaOMf05Xb172HTPHwnhV0xALx8wpbwchqw-dTQkA3w&_nc_ohc=y8R2BP_krKoQ7kNvwG__-FD&_nc_gid=q4f6k-qEiBSUovVz0qwK1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfaJ8J_LSKM_T8NxQgQ-j9kM9AobaOWuWmgA5J45oh9IKQ&oe=68CDCF0D&_nc_sid=10d13b,"Honouring India's freedom through the rhythm of tradition and the grace of heritage. ✨
.
.
.
.
.
.
 #independenceday #culturalpride #spiritofindia #photooftheday #iitg #iit #montage #lightroom","#independenceday, #culturalpride, #spiritofindia, #photooftheday, #iitg, #iit, #montage, #lightroom",533527671_18519900289045967_7316421131483416737_n.jpg
https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/547583653_18525282892045967_4646147305016889003_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QF_O4yntvFFIbjbpovyEtx1BRn5Ju5ZEndjygT_1D9VfCXNK6hkEtq_VB0WHmWJWcg&_nc_ohc=1oZSy9GPpBAQ7kNvwF8rtbe&_nc_gid=JRBN6vL8Wvy7l0HqPXFdRg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfYjOuMV_QrvxGUHiOMG8h1p15dPBkbnfqAVptH1jmilCg&oe=68CDD200&_nc_sid=10d13b,"A day at IITG, in just a blink 

Credits :- @imchaitanya1_1 @na.ya_zariya @shotbydaivik 
.
.
.
.
.
.
#hyperlapsevideo #montage #iitguwahati #iitg #guwahati #photgraphy #art #camera #emotions #fujifilmxseries #cannon 
#transition#iit","#hyperlapsevideo, #montage, #iitguwahati, #iitg, #guwahati, #photgraphy, #art, #camera, #emotions, #fujifilmxseries, #cannon, #transition, #iit",547583653_18525282892045967_4646147305016889003_n-2.jpg
